query_id,history,gaps_days,target_items
1395,244 315 775 977 1328 1375 1407 1602 1638 1647 1813 1996 2129 2172 2285 2301 2540 2596 2602 2618 2844 2918 2964 2967 2998 3078 3114 3221 3288 3365 3366|19 100 140 167 299 324 333 401 709 759 1039 1129 1322 1324 1662 1711 1839 1936 1964 2129 2150 2317 2394 2404 2466 2540 2674 2717 2734 2757 2844 2903 2932 2967 3139 3192 3235 3293 3299 3484 3616 3624 3662 3689 3819 3829 3873 3903 3920 3938|248 280 301 304 526 552 781 985 1162 1411 1555 1605 1952 1996 2446 2737 3114 3123 3365 3662 3796 3924 3994 4017 4022|139 985 2022 2043 2150 2211 2277 2858 3185 3435 3541 3578 3733 3742 3784 3796 3869 3874 4017,0 11 158 223,1318 1458
1396,23 619 1782 2014 2291 2491 2544 3724|23 554 1675 2014 2291|619 2291 2544 3377|23 554 2014 2291 3377|23 554 619 883 1675 1921 2014 2291 3377|23 554 619 1675 1921 2014 3377|362 554 1180 1262 1341 1354 1387 1658 1766 1921 2291 2437 2526 2674 2853 3029 3185 3361 3377 3465 3686 3689 3813|185 853 1341 1354 2291 2350 2365 3029 3373 3377 3827|23 185 214 362 622 632 650 765 853 897 961 1212 1240 1262 1341 1354 1596 1658 1675 1721 1828 1942 1965 2014 2291 2350 2377 2416 2491 2516 2674 2841 2874 3377 3413 3467 3681 3686 3689 3827 3948 4013|23 554 2491 3377,0 102 69 89 207 25 48 18 40 36,396 554 1262 2291 2437 2491 3377 3813
1397,38 89 100 140 157 162 164 281 294 299 511 618 626 630 688 800 891 913 930 1010 1020 1379 1382 1433 1437 1482 1585 1685 1756 1934 1973 1980 2089 2156 2212 2379 2382 2531 2596 2609 2733 2740 2779 2784 2822 2828 2898 2900 2909 2921 2927 3063 3392 3402 3681 3761 3851 3898 3907 3910 3976|86 140 162 281 618 630 688 754 763 884 913 951 963 1251 1254 1331 1382 1482 1585 1807 1934 2025 2089 2117 2400 2438 2509 2531 2596 2655 2740 2779 2828 2844 2898 2932 3012 3176 3392 3551 3616 3648 3925 3929 4011 4027|16 125 140 238 345 392 512 519 577 630 660 763 852 874 884 951 1024 1168 1180 1214 1254 1259 1295 1331 1460 1626 1712 1717 1866 1934 2131 2156 2353 2438 2509 2517 2558 2576 2580 2581 2596 2655 2703 2757 2830 2844 2898 2932 3033 3146 3176 3231 3307 3361 3385 3467 3486 3517 3588 3654 3761 3827 3929 4011 4027 4071,0 42 65,63 140 162 194 392 519 577 630 763 884 951 1214 1225 1259 1276 1331 1382 1597 2025 2156 2438 2474 2509 2548 2580 2596 2655 2733 2805 2844 2898 2919 3033 3157 3231 3486 3517 3761 3851 4027 4071
1398,193 431 501 785 1107 1128 1518 1583 1707 1871 2270 2271 2548 2813 3146 3515 3868 4046|5 159 510 620 649 665 684 736 738 758 853 859 924 947 958 1229 1240 1322 1332 1396 1516 1529 1640 1673 1735 1748 1828 1847 1882 1957 2207 2263 2292 2311 2337 2390 2438 2498 2573 2601 2604 2644 2647 2731 2734 2786 2819 2872 2881 2960 2976 2979 2994 3093 3100 3187 3208 3349 3404 3412 3471 3489 3494 3556 3567 3601 3664 3739 3764 3880 4039|158 752 938 1011 1423 1559 1764 1861 1882 1916 1924 2106 2363 2669 2966 3197 3617 3757|147 321 1236 1673 2284 3404 3489 3880|238 736 924 928 1251 1332 1761 1847 2295 2438 3404 3455 3540 3556 3622|18 32 144 253 692 1597 1707 1761 1787 1830 1882 1912 2044 2046 2222 2438 3187 3284 3404 3515 3556 3742 3869 3903|186 597 1228 1396 1397 1597 1761 1846 1882 2001 2404 2438 3361 3556 3561|144 253 737 947 1336 1761 2548 3356 3515 3807 4046|260 1761 2715 3243 3478,0 0 71 18 15 24 21 46 7,16 260 447 1020 1761 2715 3243 3356
1399,23 70 191 422 455 554 726 964 1240 1296 1354 1529 1658 2104 2105 2167 2291 2605 3045 3264 3534 3619 3686 3739|35 235 439 976 1224 1380 2167 2274 2581 2821 3052 3159 3262 3377 3519 3530 3621 3981,0 109,1380 2274
1400,144 408 1531 1606 1612 1704 1842 2064 2110 2192 2222 2573 2598 2684 2817 3091 3504 3755 3786 4066|414 509 724 883 1323 1387 1479 1761 1846 2379 2560 2900 3514 3599|267 389 660 737 1236 1387 1673 1761 2006 2110 2225 2375 2504 2646 2771 3307 3489 3807,0 104 94,78 144 168 278 280 282 321 345 582 617 622 699 708 738 739 818 832 843 870 883 947 1036 1128 1226 1236 1246 1295 1387 1403 1529 1555 1606 1673 1698 1721 1952 2103 2207 2222 2350 2472 2559 2573 2617 2636 2684 2695 2749 2757 2779 2843 2853 3051 3121 3146 3288 3356 3371 3409 3489 3499 3554 3667 3750 3789 3804 3875 3935 3939 4060
1401,140 314 395 401 476 630 711 876 1656 2010 2347 2509 2721 3086 3352 3899 4027 4065|476 1045 1142 1521 2458,0 63,476
1402,5 370 543 657 720 738 840 871 891 899 1429 1432 1550 1647 1835 1893 2071 2322 2350 2444 2522 2573 2663 2895 2900 2979 3284 3466 3481 3665 3926|5 630 657 808 1359 1957 2531 2740 2786 2979 3078 3494 3498 3689 3984|289 525 600 630 783 871 880 963 1091 1105 1180 1253 1334 1525 1690 1743 2013 2522 2740 2771 2806 2979 3237 3285 3315 3412 3455 3481 3494 3580 3926|439 453 630 751 827 891 1015 2071 2118 2464 2522 2844 3103 3145 3262 3307 3315 3454 3665 3669,0 69 43 52,176 423 536 1380 1615 1807 2311 2509 2531 2797 2949 3149 4027
1403,23 303 536 660 884 951 990 1102 1117 1675 1828 1837 1846 1945 2122 2150 2469 2544 2596 2613 2631 2709 2712 2844 2964 3230 3235 3367 3404 3412 3448 3519 3570 3739|23 245 990 1043 1160 1846 1916 1945 2014 2063 2709 2964 3619 3656|167 392 434 574 660 715 733 951 999 1043 1116 1118 1248 1254 1312 1387 1456 1675 1698 1846 1866 1945 2051 2063 2094 2107 2110 2131 2352 2596 2629 2693 2699 2709 2967 3063 3235 3284 3298 3556 3689 3848 3960 4027 4078|23 100 245 392 554 660 726 808 884 990 1331 1387 1582 1585 1828 2352 2469 2544 2613 3556 3656 3739 4027|303 392 660 1116 1160 1456 1495 1675 1698 2110 2131 2156 2571 2596 2613 2844 2967 3284 3377 3556 3619 3621 3656|23 388 392 554 660 685 687 733 884 951 1043 1312 1456 1495 1828 1916 2014 2110 2150 2156 2246 2544 2547 2613 2844 2964 3162 3404 3412 3556|392 738 884 951 958 1116 1160 1254 1495 1582 1585 1675 1916 1945 2110 2131 2416 2544 2596 2613 2699 2709 2844 2964 2967 3284 3404 3656 3797|715 738 775 951 958 1116 1828 1916 2150 2596 2613 2844 2964|23 303 554 660 715 884 1102 1254 1340 1456 1654 1675 1698 1945 2131 2533 2844 2913 3404|23 280 392 393 565 737 751 884 973 976 1005 1102 1155 1160 1291 1334 1354 1456 1536 1571 1585 1675 1698 1916 2014 2131 2296 2416 2432 2544 2571 2596 2709 2844 2963 2964 3377 3404 3656 3804 3939|466 1083 1394 1903 3222|23 280 392 554 973 1116 1160 1340 1354 1675 1828 1903 1945 2416 2533 2596 2613 2963 2964 3377 3404 3656 3939|23 554 884 1116 1354 1456 1675 1916 1945 2014 2131 2416 2533 2544 2613 2844 2964 3222 3377 3404 3939|23 280 554 660 951 999 1005 1102 1585 1675 1698 1916 2094 2107 2150 2352 2544 2571 2596 2613 2629 2693 2963 2964 3404 3412 3656 3804 3848 3939 4027 4078|489|260 280 282 726 874 951 1116 1456 1585 1761 1828 1903 1932 2031 2131 2150 2396 2636 2709 2715 2844 2963 3075 3243 3377 3404 3939|2039|23 506 554 699 1102 1354 1414 1675 1792 2031 2039 2130 2150 2416 2613 2768 2844 3222 3377 3409 3656 3714 3804 3939|224 602 640 874 884 951 1116 1560 1585 1675 1742 1903 1916 1932 1945 2014 2039 2150 2416 2493 2544 2571 2596 2844 3222 3258 3404 3821 3995|224 282 554 843 1102 1160 1742 1916 2768 3404 3656 3935 3939 3995 4063|3656|280 282 1102 1354 1675 1742 1828 1916 2014 2416 2596 3377 3939 3995|405 506 554 843 874 884 951 1160 1214 1414 1525 1585 1903 1916 1945 2150 2596 3258 3404 3687 3804 3935|23 241 396 405 640 833 1005 1282 1560 1575 1634 1675 1742 1916 2135 2173 2544 2963 3131 3266 3282 3290 3518 3935 3939 3995|23 121 200 280 282 337 405 506 554 580 751 833 843 884 951 1155 1160 1675 1761 1809 2007 2135 2432 2474 2521 2596 2661 2744 2844 3377 3404 3656 3935 3939 3995,0 13 33 18 17 20 74 44 38 45 14 25 29 31 3 35 8 25 47 33 0 29 46 31 25,23 241 280 282 506 751 874 1026 1119 1155 1575 1675 1742 1945 2014 2088 2135 2173 2521 3258 3656 3687 3939
1404,517 803 1043 1114 1117 1359 1468 1777 1828 1846 2169 2192 2467 2817 3161 3412 3741 3780 3786 3790 4033|93 275 408 473 756 1043 1050 1062 1233 1528 1738 1828 1845 1846 1917 2100 2333 2408 2467 2776 2817 3213 3539 3755 3786|408 517 715 756 1043 1117 1360 1387 1828 1846 2192 2405 2438 2817 2964 3091 3145 3404 3412 3755 3786 4040|21 23 336 715 1518 1551 1597 1757 2001 2291 2426 2438 2566 2638 2665 2704 2946 3548|142 301 367 1375 1504 1551 1586 1711 1828 1957 2074 2310 2405 2435 2438 2466 2692 2979 3084 3548 3686 4022|23 370 433 510 776 862 1260 1597 1613 1904 2170 2310 2430 2438 2495 2692 2935 2955 2976 2979 3158 3351 3548 3556 3621 3664 3790 3811|309 361 370 605 776 862 1062 1528 1613 1666 1882 1904 1957 2047 2121 2170 2408 2430 2495 3158 3166 3235 3284 3373 3412 3466 3548 3556 3737 3746 3811 3827 3948 4045|301 321 370 554 619 638 776 977 1051 1354 1363 1597 1673 1675 1756 1828 1889 1896 1945 1957 1958 2393 2405 2438 2506 2544 2552 2692 2955 2979 3412 3489 3556 3724 3811 3887 3974|370 776 862 1051 1597 1828 2074 2353 2467 2552 2692 2880 2961 2964 2976 3064 3361 3404 3556 3664 3737|30 370 385 533 554 619 776 820 1117 1468 1597 1675 1712 1828 1848 1882 1945 1958 1959 2353 2371 2393 2408 2438 2506 2552 2960 2961 3164 3255 3377 3398 3412 3539 3556 3621 3724 3737 3811 3974|296 314 370 479 512 554 605 619 776 874 968 1043 1354 1441 1597 1828 1921 1934 1959 2167 2337 2400 2438 2491 2495 2544 2552 2647 2805 2961 3231 3412 3621 3686 3724 3811 3933 4045|190 605 800 913 1043 1117 1256 1355 1597 1828 1934 2400 2405 2692 2805 2976 3231 3235 3361 3664 3876 4021 4045|23 392 408 456 526 578 884 1675 1712 1828 1958 2150 2291 2353 2596 2817 2892 2955 2961 2976 2979 3006 3361 3412 3445 3664 3755 3786 4045|23 104 185 256 272 385 512 517 619 801 874 928 968 976 1043 1117 1159 1225 1298 1355 1471 1597 1660 1675 1712 1757 1850 1864 1957 1958 2155 2169 2192 2353 2394 2408 2438 2453 2456 2805 2892 2919 2961 2964 3117 3145 3273 3361 3377 3404 3540 3621 3716 3735 3887 3899 3922 3926 4045 4069|1712 2353 3361|2353 3361|16 23 63 93 100 104 142 235 256 314 477 479 489 511 512 554 556 591 605 619 715 801 803 884 976 998 1036 1043 1117 1146 1159 1225 1236 1253 1354 1387 1660 1673 1711 1828 1837 1846 1857 1882 1910 1957 2156 2206 2291 2523 2571 2596 2618 2805 2874 2919 2955 2976 3006 3072 3187 3224 3367 3375 3377 3412 3421 3467 3490 3498 3539 3664 3686 3716 3724 3739 3835 3880 4045 4069|685|3979|164 185 186 214 280 309 512 546 776 801 884 968 998 1062 1240 1471 1551 1555 1599 1660 1673 1850 1959 1967 2032 2356 2408 2525 2552 2571 2596 2689 2709 2819 2892 2963 2979 3006 3224 3367 3548 3739 3899 3922 3939 4001|16 256 309 351 408 573 803 874 968 995 1036 1039 1043 1080 1102 1117 1328 1387 1447 1593 1620 1662 1673 1675 1806 1828 1837 1846 1903 1916 1936 1958 1967 1969 2098 2176 2227 2258 2272 2277 2296 2306 2328 2404 2776 2786 2817 2819 2964 3072 3091 3147 3222 3247 3375 3377 3404 3412 3534 3542 3786 3809 3835 3880|23 30 31 63 104 131 142 214 256 280 316 388 505 507 554 600 642 710 738 820 844 880 989 1036 1062 1174 1225 1236 1253 1298 1334 1354 1387 1438 1447 1465 1529 1555 1587 1599 1613 1660 1673 1690 1761 1778 1782 1834 1837 1846 1848 1882 1945 1952 1958 1967 2014 2032 2066 2170 2227 2252 2296 2334 2356 2408 2430 2464 2491 2499 2510 2524 2544 2568 2689 2725 2812 2814 2819 2889 2892 2964 3006 3072 3158 3187 3224 3230 3288 3375 3377 3404 3489 3490 3554 3580 3621 3804 3835 3880 3939 3942|23 63 104 142 155 309 314 321 510 533 554 600 619 758 820 844 998 1036 1062 1117 1225 1387 1447 1593 1599 1610 1660 1673 1801 1846 1945 1958 1967 2098 2291 2408 2438 2523 2544 2573 2692 2892 2919 2969 3090 3196 3224 3258 3367 3374 3375 3377 3489 3686 3733 3835 3887 3939 4069|23 142 159 256 280 309 316 321 378 385 447 510 573 600 619 738 924 1062 1117 1253 1354 1355 1597 1599 1660 1673 1675 1801 1828 1850 1945 1952 1959 2014 2098 2291 2296 2408 2438 2491 2544 2573 2604 2963 3273 3288 3377 3404 3412 3489 3548 3739 3887|16 23 217 256 316 321 554 801 1005 1117 1253 1471 1597 1599 1660 1711 1828 1850 2170 2438 2544 2552 2729 2732 2892 3158 3412 3489 3621 3880|23 314 562 579 687 947 1005 1102 1354 1515 1597 1673 1945 1958 1959 2207 2291 2408 2437 2491 2544 2643 2805 3224 3235 3356 3377 3398 3621 3686 4068|16 23 142 510 619 622 687 1354 1675 1711 1782 1801 1945 1958 2014 2291 2544 2853 2892 2900 2919 3235 3377 3398 3621 3686 3948,0 6 7 36 16 24 7 33 28 13 41 28 28 14 9 11 0 0 0 7 13 20 6 14 7 55 48,16 138 221 314 321 367 385 445 577 1075 1170 1236 1260 1354 1504 1597 1673 1675 1828 1921 1945 1958 1959 1961 2065 2113 2291 2438 2466 2491 2501 2517 2545 2580 2805 3224 3356 3556 3621 3686 3700 3840 3887 3948 4067
1405,1355 1656 4028 4065|23 81 185 289 385 433 437 511 722 852 962 1004 1115 1123 1128 1178 1258 1468 1497 1630 2204 2330 2438 2548 2732 2822 2836 2862 2895 2900 3146 3238 3335 3450 3536 3594 3599 3994|81 511 630 1468 1597 1612 2330 2337 2438 2548 2647 2732 3768 4032|385 1123 1597 1612 2059 2498 2732 3329 3450 3514 3739 3837|1441 1597 1947 2438 2548 2732 2822 3837|511 852 968 1123 1128 1522 1597 2438 2498 3514|195 416 600 705 1447 1479 1510 1586 1685 1964 2104 2227 2379 2435 2465 2512 2635 2784 2812 2930 3045 3046 3093 3231 3293 3313 3624 3845|968 1166 1468 2059 2442 2548 2732 3140 3849|23 1168 1597 1630 2296 2416 2438 2442 2805 2919 3344 3950|63 194 405 519 696 698 958 1186 1259 1305 1355 1567 1597 2438 3099 3486|23 511 1128 1317 1401 1468 1564 2099 2330 2345 2438 2548 2732 2780 3086 3146 3514 3594 4046|23 511 1186 1761 2293 2416 2438 2716 3176 3994|140 511 1761 2293 2330 2438 2548 2732 3176|1259 1401 1878 2161 2416 2732 2962 3086 3700 4050|23 481 795 1401 1597 2118 2283 2513 2517 2732 2744 2873 2919 2952 3103 3967|118 1401 2416 2517 2799 2873 2919 3161 3473,0 4 48 45 41 18 17 14 13 25 130 52 36 43 70 46,153 600 835 846 1479 1834 2317 2379 2687 3251 3293 3580 3624
1406,30 253 273 511 533 619 1506 1848 1866 1945 2014 2100 2330 2491 2548 2644 2732 2819 2903 3356 3377 3515 3724 3780|144 540 554 1116 1456 2110 2222 2438 3478|444 540 1275 1698 2141 3064 3621 3686|144 253 540 1229 1275 1698 2222 2438 2548 3356|144 253 1246 1275 1958 2141 2191 2467 2548 2766 3556 3612|2779 3114 3370 3920 3934 3937|2191 2438 2561 2766 2967 3612 3629 3995|29 455 811 1396 1536 1583 1707 2191 2207 2371 2766 2844 2967 3373 3629 3920|511 554 733 758 811 844 891 1253 1354 1360 1656 1782 1807 1828 2063 2191 2286 2330 2426 2438 2666 2861 2892 2945 2967 3187 3515 3556 3621 3629 3995 4040 4065|225 444 733 1229 1275 2063 2141 2191 2421 2967 3121|1253 1363 1506 1761 2561 2900 3014 3121 3629 3805 3956|314 618 876 1020 1229 2207 2429 2805 3352 3377 4017|891 2416 2438 2441 2548 2561 3629 3995|511 1506 2561 2783 2967 3014 3216 3681|1603 2109 2141 2421 2438 3478 3514 3556 3920|609 1011 2363 2522 2643 2844 3445|144 253 370 1310 1698 2110 2222 2441 2561 3377|1185 1223 1603 1698 2042 2109 2141 2736 2783 2786 2967 3478 3483 3514 3591 4001|444 1603 3478|529 573 1437 2779 3557 3953|512 724 874 968 1639 2059 2438|512 540 811 874 947 968 2207 2438 2561 2779 3356 3373 3920 3937|315 457 573 1129 1964 2779 2916 3557 3934|77 814 926 1129 1964 2694 2916 3557 3624 3829|282 1696 1826 1961 2191 2230 2266 2439 3027 3222 3488 3975|294 334 443 523 666 739 777 817 874 922 968 1077 1096 1696 1703 1716 1720 1755 2139 2340 2438 2439 3110 3211 3495 3499 3615 3678|28 253 507 822 891 1116 1354 1867 1875 2110 2207 2222 2313 2330 2332 2548 2794 2945 3488 3515 3541 3629 3849 3858 3995 4053,0 22 7 9 9 13 2 11 2 0 17 3 12 7 20 0 6 21 15 9 0 64 31 117 20 27 5,314 343 510 511 554 758 891 948 1288 1354 1365 1506 1656 1675 1761 1777 1828 1961 2014 2110 2222 2291 2330 2438 2491 2493 2572 2668 2788 2892 3187 3556 3681 3821 3851 3872 3948 3995 4013 4040 4065
1407,434 717 1597 2053 2438 3083 3284 3622 3813|294 1355 1710 2053 2438 2548 2962 3143 3284 3622 3813 4011|811 930 1597 2286 2416 2438 2498 2548 3329 3373 3556 3681 3813|3681|171 214 822 1483 1506 1597 1875 1883 2300 2313 2416 2438 2679 3014 3329 3556 3622 3813|14 140 444 656 891 961 972 978 979 1275 1603 1685 2141 2217 2238 2266 2416 2421 2671 2784 2949 2966 3223 3224 3258 3329 3403 3847 3964 3995 4027|5 656 1054 1162 1484 1529 2238 2330 2548 2895 2960 3284 3465 3515 3681 3787|684|16 260 512 1251 1262 1312 1437 1875 1961 2293 2416 2438 2522 3014 3075 3243 3329 3636 4013|115 301 513 779 870 1437 1685 2376 2430 2694 2784 2900 2962 3318 3418 3681 3785|260 315 579 724 891 1055 1529 1784 1804 2220 2560 2643 2715 3243 3514 3549 3995|2 202 280 327 373 449 527 833 1177 1285 1555 1721 1761 1984 2419 3394 3483 3804,0 45 61 30 123 97 10 1 36 22 34 140,2 58 224 282 294 314 440 512 577 635 674 816 853 870 874 928 1075 1126 1170 1177 1262 1295 1506 1592 1597 1721 1953 2009 2197 2438 2537 2580 2701 2799 2805 3339 3636 3681 3716 3721 3735 3813 4013
1408,642 1174 1184 1309 1437 1834 1997 2027 2407 2440 2531 2636 3288 3344 3554 3556 3573 3586|445 1213 1218 1437 1527 1801 2011 2440 2705 2948 3006 3040 3275 3586 3597 3706 3976|434 775 1128 1174 1606 2039 2636 3138 3888 3920|70 324 445 955 1213 1278 1437 1511 1610 2039 2404 2531 2933|1055 1213 1309 1311 1437 1452 1527 2039 2531 3976 3995|70 406 445 589 1025 1174 1213 1309 1448 1511 1536 2636 2678 2950 3057 3078 3586 3981 3995|2 125 713 1213 1437 1895 2039 2068 2463 2689 2889 3078 3258 3626 3715 3952|70 445 589 1380 1527 1536 2531 3586 3836 3976|1025 1213 1257 1437 1527 1978 2039 2091 2135 2531 2636 2802 2809 3078 3097 3258 3294 3836|3294|445 710 1026 1119 1213 1536 1610 2066 2088 2135 2404 2524 2645 2689 2889 3836,0 32 10 20 21 52 26 20 62 24 1,984 1026 1119 1213 1437 1610 1978 2039 2088 2404 3078 3258 3836 3952
1409,89 180 600 1105 1111 1127 1129 1371 1495 1810 1822 1973 2257 2306 2382 2482 2921 3190 3220 3492 3829 3955 3993|1495 1810 2526 4022,0 40,1810
1410,237 409 630 852 1023 1128 1168 1224 1280 1429 2438 2674 2757 2916 3829 3922 3926|77 128 254 409 601 609 630 657 853 1183 1224 1280 1298 1773 1935 1964 2438 2677 2757 2916 3033 3365 3386 3481 3494 3829 3899 3922 3926 3934 4032|27 314 511 1382 1758 1957 2322 2438 2805 2979 3088 3293 3494 3932 3964|27 157 214 394 660 1218 1298 1597 1756 1957 1980 2317 2438 2679 2732 2805 2861 2979 3040 3088 3481 3515 3624 3662 3884 3910 3953|27 314 433 1129 1218 1298 1382 1597 1756 1957 1964 2083 2322 2732 2805 3040 3088 3216 3404 3498 3515 3829 3852|77 153 214 272 448 505 511 533 601 853 989 1224 1276 1298 1330 1756 1830 1848 1957 2083 2356 2438 2679 2757 2805 2916 2919 3260 3293 3404 3481 3498 3587 3624 3783 3829 3932|77 94 505 601 630 657 675 1129 1155 1224 1298 1330 1343 1499 1957 1964 2083 2118 2120 2356 2576 2581 2679 2727 2740 2757 2916 2919 2979 3040 3069 3088 3251 3293 3392 3421 3481 3498 3587 3609 3624 3829 3932|140 505 533 630 710 989 1218 1382 2118 2317 2438 2463 2538 2576 2919 3293 3307|153 511 822 853 980 1218 1826 1964 2387 2694 3027 3040 3088 3251 4060|2 77 409 511 577 630 713 756 890 980 1075 1081 1155 1224 1382 2118 2207 2538 2576 2757 2916 2979 3481 3587 3804 3829|2 77 440 503 505 577 601 713 719 853 1075 1081 1218 1597 2118 2120 2197 2356 2438 2576 2916 3176 3307 3421 3715 3932 3939 3949,0 103 45 38 29 68 56 5 77 266 21,27 46 503 505 853 1081 1151 1218 1224 2309 2317 2356 2517 2705 3293 3307 3624 3807 3814
1411,752 978 1359 1909 2035 2783 2895 3404 3591 3995|509 675 1689 2783 3404 3804 3995|978 1011 1721 2096 2783 2857 2966 3403 3617 3821 3995,0 110 236,2 737 751 1047 1163 1206 1429 2513 2695 2744 2749 3103 3285 3734 3995
1412,408 511 516 1355 1506 2169 2440 2548 3014 3515 3755 3963 4013|294 409 459 802 869 1280 1500 2438 2440 3014 3143 3636 3756 3844 4013|2083 2438 2548|1506 3014 3143 4013|294 452 687 798 1355 1483 1506 2438 3014 3515|100 511 1298 1676 1828 2046 2438 2525 2548 2679 2900 3412 3742 3869 4045|605 687 1506 2258 3014 3361 3515 3636 3742 3834 4013 4045|3096|294 687 1355 1506 1806 2046 2548 3014 3075 3636 3742 3869 4013|687 930 1010 1298 1506 2330 2416 2438 2440 2525 2548 2679 2805 2948 3014 3515 3742 3869|687 1177 1506 1698 1984 2124 2222 2438 3014 3515 4035|1177 1698 1984 2222,0 50 39 48 167 17 19 0 28 48 244 30,23 294 1506 2548 3014 3454 3515 3636 4013
1413,404 683 1451 1557 2013 2828 3133 3237 3352 3968 3977|1557 3984,0 4,104 1184 1218 1380 2306 2382 2740 2843 2921 3366 3522 3976 3990 3995 4069
1414,30 313 517 529 533 626 685 738 798 808 1251 1265 1355 1375 1382 1446 1586 1638 1807 1848 2014 2126 2212 2386 2435 2522 2544 2732 2822 2844 2903 2932 3329 3377 3398 3481 3498 3536 3567 3621 3672 3686 3749 3840|685 1251 1355 1924 1945 2522 2544 2573 2728 2732 2844 2903 3377 3398 3455 3498 3672|35 512 536 573 871 874 1576 2095 2171 2895 2929 2950 3063 3149 3241 3588 3669 3689 3908 3993|289 512 573 738 808 871 1355 1915 2522 2544 2844 3329 3455 3567 3749 3840,0 83 33 64,159 503 685 687 738 751 854 1240 1637 1667 1772 2291 2661 2978 3343 3398 3621 3672 4034
1415,5 127 586 685 709 1074 1262 1298 1437 1932 2376 2416 2433 2602 2736 3098 3339|724 741 853 977 1262 1437 1444 2416 2423 2602 3447 3581 3872 4011|362 470 498 853 1086 1226 1245 1437 1750 1989 2377 2433 2548 2941 3073 3447 3529 3581 3750 3872,0 18 50,316 470 498 614 681 798 853 857 874 880 901 968 1133 1216 1245 1260 1334 1340 1437 1506 1590 1750 1863 1989 2031 2039 2210 2422 2548 2671 2843 2941 3014 3073 3288 3447 3522 3529 3581 4011
